platform,post_id,title,author,date,latitude,longitude,location_name,tags,url,views_or_score
German Events,evt_1762636240414_0,Startup Meetup in Frankfurt - August 2025,Veranstalter_7550,2025-08-01T16:10:40.414878,50.114858,8.708477,"Frankfurt, Hessen","event,business,hessen",https://events.de/frankfurt/evt_1762636240414_0,872
German Events,evt_1762636240414_1,Food Truck Festival in Essen - February 2026,Veranstalter_3003,2026-02-27T16:10:40.414907,51.437805,7.037199,"Essen, Nordrhein-Westfalen","event,food,nordrhein-westfalen",https://events.de/essen/evt_1762636240414_1,6508
German Events,evt_1762636240414_2,Musikfestival in Köln - June 2025,Veranstalter_737,2025-06-22T16:10:40.414917,50.92911,6.936077,"Köln, Nordrhein-Westfalen","event,music,nordrhein-westfalen",https://events.de/cologne/evt_1762636240414_2,6295
German Events,evt_1762636240414_3,Comedy Show in Essen - January 2026,Veranstalter_5622,2026-01-20T16:10:40.414924,51.449618,7.005538,"Essen, Nordrhein-Westfalen","event,entertainment,nordrhein-westfalen",https://events.de/essen/evt_1762636240414_3,3695
German Events,evt_1762636240414_4,Weinmesse in Mainz - February 2026,Veranstalter_2025,2026-02-04T16:10:40.414930,49.976237,8.230247,"Mainz, Rheinland-Pfalz","event,food,rheinland-pfalz",https://events.de/mainz/evt_1762636240414_4,2972
German Events,evt_1762636240414_5,Marathon in Berlin - November 2025,Veranstalter_8398,2025-11-01T16:10:40.414936,52.536643,13.420522,"Berlin, Berlin","event,sports,berlin",https://events.de/berlin/evt_1762636240414_5,8091
German Events,evt_1762636240414_6,Bundesliga Spiel in München - April 2026,Veranstalter_3639,2026-04-17T16:10:40.414942,48.123623,11.582764,"München, Bayern","event,sports,bayern",https://events.de/munich/evt_1762636240414_6,6682
German Events,evt_1762636240414_7,Comedy Show in Potsdam - February 2026,Veranstalter_6894,2026-02-13T16:10:40.414948,52.413115,13.083565,"Potsdam, Brandenburg","event,entertainment,brandenburg",https://events.de/potsdam/evt_1762636240414_7,7334
German Events,evt_1762636240414_8,Konzert in Wiesbaden - December 2025,Veranstalter_9420,2025-12-21T16:10:40.414953,50.076267,8.222484,"Wiesbaden, Hessen","event,music,hessen",https://events.de/wiesbaden/evt_1762636240414_8,6359
German Events,evt_1762636240414_9,Bierfest in Potsdam - July 2025,Veranstalter_9892,2025-07-23T16:10:40.414959,52.403313,13.046188,"Potsdam, Brandenburg","event,festival,brandenburg",https://events.de/potsdam/evt_1762636240414_9,4468
German Events,evt_1762636240414_10,Buchmesse in Leipzig - June 2025,Veranstalter_8885,2025-06-05T16:10:40.414965,51.346909,12.360436,"Leipzig, Sachsen","event,culture,sachsen",https://events.de/leipzig/evt_1762636240414_10,4785
German Events,evt_1762636240414_11,Weihnachtsmarkt in Bochum - July 2025,Veranstalter_973,2025-07-18T16:10:40.414971,51.499505,7.231697,"Bochum, Nordrhein-Westfalen","event,market,nordrhein-westfalen",https://events.de/bochum/evt_1762636240414_11,5407
German Events,evt_1762636240414_12,Marathon in Köln - July 2025,Veranstalter_6668,2025-07-04T16:10:40.414976,50.926259,6.981138,"Köln, Nordrhein-Westfalen","event,sports,nordrhein-westfalen",https://events.de/cologne/evt_1762636240414_12,8953
